120.53882072 -1043.84145099
120.55925507 -868.87990236
120.57968932 -748.66409940
120.60012377 -764.95976791
120.62055811 -1050.72953035
120.64099236 -1538.14747906
120.66142671 -1626.86429114
120.68186115 -1347.29786088
120.70229540 -1004.71211900
120.72272975 -599.34072363
120.74316420 -80.60218511
120.76359844 74.00972883
120.78403279 16.81933732
120.80446714 -148.52021991
120.82490149 137.61394175
120.84533583 504.43236209
120.86577018 570.42882428
120.88620463 481.00826518
120.90663888 466.63594993
120.92707322 523.99764850
120.94750767 833.12817629
120.96794192 1686.47025715
120.98837626 2408.25354073
121.00881051 3049.14787800
121.02924496 3411.74470476
121.04967931 3251.33304061
121.07011365 3078.82786046
121.09054800 3338.51980959
121.11098235 3594.66089364
121.13141670 3793.81941512
121.15185094 3584.15367377
121.17228539 3482.46203729
121.19271974 3332.90874389
121.21315399 3073.02282699
121.23358843 2716.62306692
121.25402278 2356.10846722
121.27445703 2232.82492346
121.29489138 2391.08423951
121.31532582 2562.83992399
121.33576017 2636.67516049
121.35619442 2671.48099737
121.37662887 2548.09205828
121.39706321 2380.62416456
121.41749746 2484.37814961
121.43793181 2778.80845352
121.45836626 2780.44098601
121.47880050 2792.42890306
121.49923485 2858.14378550
121.51966920 2740.51006279
121.54010365 2215.35917147
121.56053799 1820.19838446
121.58097224 1660.20292363
121.60140669 1666.44418343
121.62184104 1791.70768962
121.64227528 2387.43882634
121.66270963 2371.63560866
121.68314408 1528.39059543
121.70357833 1021.73362772
121.72401267 827.81137443
121.74444712 581.88220859
121.76488137 684.61363889
121.78531572 815.04623452
121.80575006 694.23867645
121.82618441 222.87697772
121.84661876 -565.00146798
121.86705311 -1043.80542124
121.88748745 -1052.14871664
121.90792180 -958.68851788
121.92835615 -671.56492538
121.94879040 -142.64455003
121.96922484 474.58617896
121.98965919 988.07413251
122.01009344 1457.65895110
122.03052789 1643.56315715
122.05096223 1600.92844842
122.07139658 1364.79384001
122.09183083 1375.09635494
122.11226528 2432.45225647
122.13269962 3332.50383790
122.15313387 3550.80550348
122.17356832 3690.15610914
122.19400267 3483.73695873
122.21443691 3192.81456070
122.23487126 2430.87865987
122.25530571 2312.81371371
122.27573996 1989.76252219
122.29617430 1700.22308014
122.31660875 1821.29109468
122.33704300 1949.51864123
122.35747735 1709.74411894
122.37791169 1596.40787203
122.39834614 1741.56230586
122.41878039 1926.33910096
122.43921474 1593.26838457
122.45964918 917.33621559
122.48008343 667.08125219
122.50051778 785.59671163
122.52095203 743.87786969
122.54138647 1126.90958692
122.56182082 1492.47729428
122.58225517 1200.31732597
122.60268952 996.88399264
122.62312386 1127.09724541
122.64355821 958.81988050
122.66399246 1013.64947173
122.68442691 998.17580765
122.70486125 764.39874258
122.72529550 701.77578222
122.74572995 351.04421466
122.76616430 -2.07161838
122.78659854 -83.08423743
122.80703289 -359.24589439
122.82746734 -940.51990046
122.84790169 -1129.65942779
122.86833603 -533.36866994
122.88877038 -243.03752577
122.90920473 -571.09222375
122.92963908 -749.79598506
122.95007332 -384.29314927
122.97050777 349.73401487
122.99094212 497.01255733
123.01137637 61.17401536
123.03181081 -374.78929246
123.05224516 -558.06643070
123.07267951 -905.44747685
123.09311376 -1183.05597607
123.11354820 -1294.42672884
123.13398255 -1181.31462625
123.15441680 -1122.27906445
123.17485125 -734.51178329
123.19528559 -382.55908279
123.21571984 -653.41067076
123.23615419 -899.34396554
123.25658864 -848.36525028
123.27702288 -676.43750703
123.31789168 -407.00776919
123.33832593 -577.07213320
123.35876027 -1105.95211878
123.37919462 -1380.36583510
123.39962907 -1936.21173634
123.42006332 -1990.33442195
123.44049766 -2226.71738013
123.46093211 -2385.27638507
123.48136636 -2834.40243672
123.50180071 -2871.42690607
123.52223495 -2847.47646622
123.54266940 -2636.68794188
123.56310375 -2858.18524416
123.58353810 -3325.74831770
123.60397244 -3197.32186488
123.62440679 -3163.20039747
123.64484114 -3289.62084221
123.66527539 -3252.36432350
123.68570983 -3130.20138449
123.70614418 -2855.69059514
123.72657843 -2808.75207279
