131.51183112 -872.40304026
131.53226572 -1043.62413842
131.55270022 -1003.97792091
131.57313462 -1293.13728798
131.59356912 -1610.88696154
131.61400372 -1424.47811554
131.63443812 -1492.04451256
131.65487262 -1291.33580908
131.67530723 -1456.06663702
131.69574173 -1789.66729957
131.71617613 -1633.40460726
131.73661063 -1664.77516211
131.75704523 -1650.12857300
131.77747963 -1539.42870648
131.79791413 -1497.74993566
131.81834873 -1723.22645621
131.83878313 -1242.83426860
131.85921763 -1477.91232118
131.87965213 -1357.59779405
131.90008663 -1527.22322831
131.92052113 -1298.79096807
131.94095563 -1389.11431176
131.96139013 -1824.10524274
131.98182463 -1563.72449715
132.00225913 -1786.28126291
132.02269353 -1325.75137846
132.04312813 -1559.24997109
132.06356263 -1493.64569476
132.08399703 -1543.07848911
132.10443153 -1841.57451397
132.12486613 -1585.87106374
132.14530053 -1941.99487938
132.16573503 -1387.18580284
132.18616963 -1589.39932033
132.20660413 -1489.82861588
132.22703853 -1354.29225128
132.24747303 -1291.35156164
132.26790763 -1547.16854780
132.28834203 -1445.13312660
132.30877653 -710.71379607
132.32921113 -785.58938426
132.34964553 -744.97687653
132.37008003 -922.15590623
132.39051453 -686.53076171
132.41094903 -786.64078598
132.43138352 -755.17931696
132.45181802 -466.83100099
132.47225262 -1057.25093957
132.49268702 -461.75348211
132.51312152 -577.71424731
132.53355592 -536.86147810
132.55399052 271.96916618
132.57442502 -380.54176126
132.59485942 6.33060179
132.61529402 -343.94551879
132.63572852 -405.83769104
132.65616302 -321.19132218
132.67659742 -167.96559267
132.69703202 1.34544022
132.71746652 -203.94891153
132.73790092 447.86583150
132.75833552 448.08449896
132.77877002 967.21622683
132.79920442 969.22586377
132.81963892 1018.37053129
132.84007352 835.87196311
132.86050792 1117.33569736
132.88094241 909.59874101
132.90137701 1542.89056488
132.92181141 1285.12009027
132.94224591 768.00638185
132.96268041 698.99570018
132.98311501 873.69524677
133.00354941 762.24588336
133.02398391 540.89482185
133.04441841 437.04386317
133.06485291 237.81088501
133.08528741 217.95476131
133.10572191 297.28181798
133.12615641 -211.99950490
133.14659090 -436.02112494
133.16702540 -377.90997900
133.18745990 -720.99071409
133.20789450 -464.95954043
133.22832890 -424.04319512
133.24876340 -254.45683015
133.26919790 -90.67638873
133.28963240 -664.94933449
133.31006690 -271.52802937
133.33050130 -343.63383649
133.35093589 19.63505182
133.37137039 24.60009607
133.39180489 57.04309749
133.41223939 199.39244278
133.43267389 -39.79465873
133.45310839 369.05472993
133.47354279 -62.23854137
133.49397739 -100.15204840
133.51441188 -474.03270408
133.53484628 -99.79978239
133.55528088 -26.46266006
133.57571538 -92.51520505
133.59614978 -25.65244509
133.61658428 851.42670139
133.63701888 16.93804543
133.65745337 185.44643501
133.67788777 213.44797286
133.69832237 -77.98866763
133.71875687 142.35075961
133.73919127 114.95841808
133.75962577 82.43004571
133.78006037 -259.26153499
133.80049476 121.25289301
133.82092926 -231.60460330
133.84136376 -222.35274073
133.86179826 -590.17393911
133.88223276 -850.09837535
133.90266726 -587.07494661
133.92310175 -580.04971687
133.94353625 -689.40679020
133.96397075 -1136.96888392
133.98440515 -941.84709154
134.00483975 -1451.50755945
134.02527425 -1692.65605504
134.04570864 -1472.95616149
134.06614324 -1505.23453508
134.08657774 -1156.85969318
134.10701214 -1151.15842680
134.12744664 -1076.65203628
134.14788123 -1017.33405006
134.16831573 -1222.95170358
134.18875013 -1427.00403265
134.20918473 -1059.85229607
134.22961923 -791.65911648
134.25005362 -843.13200262
134.27048812 -694.22394825
134.29092272 -540.62271546
134.31135712 -654.63874416
134.33179161 -816.01141883
134.35222621 -1173.29427223
134.37266061 -703.14367173
134.41352961 -642.09451796
134.43396410 -1062.58985441
134.45439860 -786.10920460
134.47483310 -631.82039937
134.49526770 -591.23485007
134.51570209 -713.72189551
134.53613659 -360.61025989
134.55657099 -172.35815443
134.57700559 -70.10915817
134.59744008 -62.12887547
134.61787448 79.66410614
134.63830898 116.68896001
134.65874358 -46.88909908
134.67917807 -95.86603281
134.69961257 174.60786157
134.72004707 256.31848451
134.74048156 501.55342749
134.76091596 353.17496294
134.78135046 239.87063191
134.80178506 406.92451094
134.82221955 665.57107451
134.84265395 712.89106365
134.86308855 565.86188387
134.88352304 1082.97936461
134.90395754 875.86139590
134.92439194 632.33203834
134.94482654 580.25170619
134.96526103 711.57861739
134.98569543 841.34379640
135.00613003 568.33332365
135.02656452 1161.86656696
135.04699892 451.67887187
135.06743342 694.26534259
135.08786801 471.07825424
135.10830241 636.37450660
135.12873691 812.39573959
135.14917150 773.51395850
135.16960600 948.86903569
135.19004040 1057.87806595
135.21047489 776.84226553
135.23090949 697.75672741
135.25134389 772.59195870
135.27177838 520.37891371
135.29221278 677.87402393
135.31264738 317.54097496
135.33308187 836.27025852
135.35351627 643.71059996
135.37395087 597.02994493
135.39438536 878.96640413
135.41481986 1088.30139224
135.43525425 584.78131034
135.45568885 986.24093725
135.47612335 1248.08016188
135.49655774 1050.17131260
135.51699234 1128.15909059
135.53742683 1200.11710829
135.55786123 1549.31288261
135.57829573 1457.30141162
135.59873032 1649.00638767
135.61916472 1546.27547841
135.63959921 1668.06100049
135.66003381 1928.13184414
135.68046831 1710.80328313
135.70090270 2079.67315099
135.72133720 1390.30735895
135.74177179 1629.16329905
135.76220619 1595.47503653
135.78264069 1935.98164145
135.80307528 2142.45119156
135.82350968 1850.96615502
135.84394417 1603.04542399
135.86437867 1621.19497516
135.88481316 1750.37603052
135.90524766 1329.99559813
135.92568215 1624.71971629
135.94611655 1429.30621928
135.96655115 1479.85802585
135.98698564 1454.23219859
136.00742004 1280.94036955
136.02785463 1318.31709206
136.04828913 1489.51289337
136.06872352 1525.55311866
136.08915802 1682.00855010
136.10959261 1451.53475075
136.13002711 1346.83757124
